Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	3066a937-6862-4b3b-8f36-66552141eb81	Glioma	Glioma	PathAnnotationObject	Polygon	1206.4	642.56	39.25	22.4403	0.9795	7.7024	6.3721	0.5221	8.9223	1427.563	3.0933	19.9909	4.059	15.9319	0.0047	0.7578	0.0236	0.1852	0	0.1852	0.0449	7.1798	0.1432	0.9245	0	0.9245	3.7529	600.4586	1.3552	7.2972	0.1495	7.1477	1.6146	258.3367	0.4714	2.5349	0.1761	2.3588	1.7141	274.2624	0.3065	2.515	1.0283	1.4867	13.0972	2095.5442	1.7134	18.0207	7.7389	10.2818	0.3473	55.573	0.3085	1.3713	0	1.3713	0.7278	116.4443	0.1777	1.2367	0.4261	0.8105	16.449	2631.8372	1.8033	21.0792	12.4079	8.6713	97.75	35.7295	0.9622	12.0095	10.3831	0.4864	3.9309	4.6414	19.9909	0	0.1568	0.4575	2.7057	0	0.2035	0.5357	4.696	0	3.3397	1.7121	8.6197	0	1.5539	0.5312	3.0267	0.1761	1.6382	0.4307	2.6407	0.3265	13.1357	3.7856	26.0644	3.1327	0.3453	0.3633	1.9239	0	0.7457	0.2307	1.3812	0.3036	14.8794	3.5566	22.2249	6.4865	0.5469	1.1283	4.8918	0	0.26	0.57	2.7057	0	0.3111	0.6631	4.696	0	3.0596	1.868	8.6197	0	1.5128	0.5654	3.0267	0.1818	1.5867	0.4916	2.6407	0.3265	13.1618	4.701	26.0644	3.1327	0.3439	0.3968	1.9239	0	0.7579	0.2602	1.3812	0.3036	13.8152	4.0307	22.2249	6.4865	0.3933	0	32.5681	38.2844	30.0491	33.5217	39.5372	28.6065	6	18.5657	14.5211	29.1194	11.5524	126.0624	189.0115
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	64700352-0c0a-47c9-ba36-fdb147470ca2	Negative	Negative	PathAnnotationObject	Polygon	1268.3	644.04	63.5	29.0545	0.9453	10.1328	7.9583	0.6259	14.8651	3820.3235	4.357	29.2424	6.5127	22.7297	0.1412	36.2875	0.6343	5.2234	0	5.2234	0.0017	0.4387	0.0206	0.3237	0	0.3237	2.2972	590.3792	0.9307	5.6017	0.1032	5.4986	1.8168	466.9226	0.4172	3.0792	0.789	2.2902	1.9017	488.7333	0.336	2.911	1.206	1.705	11.7769	3026.6516	1.4006	15.6129	8.6731	6.9399	0.7504	192.8639	0.4444	2.0395	0.0034	2.0361	0.7698	197.8501	0.0963	1.0395	0.5787	0.4608	16.0296	4119.6152	2.5598	23.8717	11.7641	12.1076	139	42.6716	0.9593	14.2937	12.4351	0.463	7.5858	7.5101	29.2424	0	0.4337	1.2456	8.5238	0	0.0625	0.1901	1.3983	0	2.5544	1.4544	11.5988	0.0252	1.802	0.4229	3.0792	0.633	2.0497	0.4949	5.7457	1.1294	12.0362	1.8051	19.4133	7.0259	0.6221	0.4923	3.5501	0	0.7795	0.1269	1.2167	0.4247	15.6695	3.2096	27.1896	9.5373	1.3912	2.1612	9.8067	0	0.6825	1.5489	8.5238	0	0.1142	0.2466	1.3983	0	2.7734	1.755	11.5988	0.0252	1.7894	0.4281	2.9055	0.633	2.1757	0.5687	5.7457	1.1294	12.257	2.0653	19.4133	7.0259	0.5128	0.5053	3.5501	0	0.7878	0.1476	1.2167	0.4247	15.363	3.6495	27.1896	9.5373	0.4514	14.9653	16.0443	13.665	13.5528	0.01	13.4611	61.5349	7	15.6495	13.8715	24.0021	13.4691	89.9907	161.0241
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	61530d3b-80c3-45f1-be0e-7d3bbca9b668	Glioma	Glioma	PathAnnotationObject	Polygon	778.65	642.95	26.25	19.6799	0.8517	6.6836	5.1323	0.623	6.9726	746.0656	4.064	19.8635	2.8629	17.0006	0	0	0	0	0	0	0.0496	5.3067	0.1318	0.8366	0	0.8366	3.4544	369.6253	2.1147	7.5272	0	7.5272	1.9635	210.0938	0.4845	3.0134	0.7689	2.2445	2.2227	237.8328	0.3732	2.9879	1.4416	1.5463	17.5744	1880.4653	3.2631	24.0465	9.8817	14.1648	0.0858	9.1809	0.1754	0.7871	0	0.7871	0.728	77.9003	0.0883	0.9725	0.5584	0.4142	17.0157	1820.6798	2.4981	21.9079	11.155	10.7529	86.25	33.4534	0.9685	11.2773	9.5	0.4872	2.632	3.7916	19.8635	0	0.0827	0.5254	5.8893	0	0.2236	0.2867	1.6637	0	4.0744	2.6489	11.6893	0	1.8437	0.5576	3.7494	0.1325	2.1635	0.5548	3.6898	0.711	14.4514	4.2488	24.0465	5.9983	0.0793	0.1552	0.9792	0	0.738	0.1363	1.0735	0.3748	13.9663	3.5528	22.1429	6.628	0.6887	1.1049	4.0679	0	0.1197	0.6291	5.8893	0	0.3015	0.3029	1.6637	0	4.352	2.8159	11.6893	0	1.7901	0.5803	3.7494	0.1325	2.137	0.6179	3.6898	0.711	13.0533	3.883	22.4772	5.9983	0.0764	0.1455	0.9792	0	0.7425	0.1529	1.0735	0.3748	12.6011	3.0765	22.1429	6.628	0.3062	0	63.2907	68.8301	61.5442	21.988	14.4755	70.0611	6	21.3487	22.1211	25.5756	14.4727	166.3073	234.096
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	f271f7f9-48b7-44be-8a79-ea23cbb0dce1	Negative	Negative	PathAnnotationObject	Polygon	677.63	643.79	24.75	18.1446	0.9447	6.3284	4.9908	0.5413	6.3018	642.7806	2.0609	10.7227	2.7116	8.0111	0.2428	24.7693	0.5725	2.5142	0	2.5142	0.1568	15.9926	0.2047	1.1275	0	1.1275	3.4674	353.6729	1.3183	7.1265	0.2727	6.8539	1.5904	162.2248	0.3633	2.9412	0.9262	2.015	1.6917	172.5564	0.3008	2.8791	0.7133	2.1658	11.7427	1197.7594	2.1344	16.9898	8.5159	8.4739	0.263	26.8256	0.2377	0.8962	0	0.8962	0.6865	70.0241	0.067	0.8515	0.4948	0.3567	14.4391	1472.7881	2.3246	19.3666	10.9059	8.4606	71	30.4761	0.9606	10.7016	8.3807	0.6164	2.5326	3.1304	10.7227	0	0.2784	0.7508	5.3016	0	0.265	0.2689	1.1275	0	3.5796	1.9302	9.6657	0	1.646	0.4185	2.9412	0.7153	1.6803	0.3277	2.8791	0.7133	12.3117	2.6423	19.4136	8.4579	0.2074	0.2094	0.9677	0	0.6625	0.0948	0.8809	0.4453	13.4657	2.53	19.3666	7.5205	0.4545	0.8265	3.5807	0	0.2979	0.8338	5.3016	0	0.3247	0.2816	1.1071	0	3.6415	2.1969	9.6657	0	1.6767	0.444	2.9327	0.7153	1.674	0.3423	2.6314	0.907	12.6253	2.8413	19.4136	8.4579	0.1767	0.1857	0.9677	0	0.6493	0.1049	0.8809	0.4453	12.929	2.4836	17.819	7.5205	0.3547	8.7381	36.1889	139.6801	42.5254	0.01	19.1355	147.6794	5	17.5865	15.777	31.329	8.7411	143.299	286.2545
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	2c5c1aff-4a39-427c-8f8b-0dfd30f5fe2b	Negative	Negative	PathAnnotationObject	Polygon	1322.3	644.05	35.5	22.4681	0.8837	7.9883	5.7421	0.6718	9.1839	1322.4868	3.1126	18.284	3.3962	14.8878	0.0145	2.0891	0.0676	0.5734	0	0.5734	0.0209	3.0037	0.0767	0.5565	0	0.5565	3.1473	453.206	1.0712	5.8306	1.0687	4.7619	1.6966	244.309	0.3278	2.5259	0.8582	1.6677	1.8255	262.8668	0.4634	3.7229	1.146	2.5769	13.4812	1941.2861	1.0962	17.0049	11.0963	5.9086	0.3501	50.4146	0.2576	1.0613	0	1.0613	0.6519	93.8778	0.0866	0.9539	0.4737	0.4802	16.1812	2330.0864	1.9	23.0226	13.2454	9.7772	91.25	35.3645	0.9169	12.2513	9.739	0.6096	4.2822	4.5803	18.284	0	0.3795	0.9618	5.3089	0	0.1293	0.2201	1.1567	0	3.2977	2.0446	11.1147	0.0081	1.7088	0.4304	3.1465	0.2895	1.7656	0.5167	3.7229	0.5273	13.1319	2.2168	19.8975	5.9424	0.3029	0.2576	1.2881	0	0.6853	0.1399	1.0809	0.2708	15.4712	2.9926	23.0226	6.3978	1.1169	1.6426	6.4389	0	0.6152	1.1748	5.3089	0	0.1993	0.252	1.1567	0	3.3949	2.4756	11.1147	0.0081	1.7167	0.4858	3.1465	0.2895	1.727	0.5459	3.2179	0.5273	12.9064	2.6828	19.8975	5.9424	0.2725	0.2534	1.2881	0	0.7069	0.162	1.0809	0.2708	15.0127	3.4498	22.6336	6.3978	0.3868	10.9682	30.5254	24.0658	23.3067	0.01	20.1475	98.4508	5	19.7989	20.149	26.5413	10.9658	168.4356	235.732
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	86072dcb-1ec6-49e3-beac-5714e77a0dd4	Glioma	Glioma	PathAnnotationObject	Polygon	685.67	648.77	103.25	41.3558	0.7586	15.2133	9.0318	0.8218	5.6776	2350.5142	1.9635	12.2721	1.7647	10.5075	0	0.0068	0.0003	0.0068	0	0.0068	0.0202	8.3495	0.0814	0.6202	0	0.6202	0.0944	39.064	0.3842	3.0407	0	3.0407	1.7258	714.493	0.5441	3.3766	0.3847	2.9919	1.3576	562.0427	0.2991	2.4748	0.7104	1.7643	18.2461	7553.8672	3.6745	28.2189	7.5	20.7189	0.1562	64.6713	0.2011	0.9156	0	0.9156	0.4516	186.9644	0.1183	0.9905	0.2139	0.7766	10.7572	4453.4707	2.1301	17.4511	5.3556	12.0955	197.75	54.3809	0.8403	19.665	13.4328	0.7701	3.3292	2.9584	12.2721	0	0.0181	0.1838	2.7647	0	0.1156	0.2113	1.2966	0	0.6159	1.2742	8.6723	0	1.6741	0.5978	3.9869	0.3322	1.3527	0.3807	2.6483	0.3175	16.0503	5.1638	28.2189	3.4823	0.1522	0.1997	0.9653	0	0.5145	0.1435	0.9905	0.1859	10.7706	2.7126	17.8895	3.8207	0.7504	1.1891	5.3831	0	0.038	0.2649	2.7647	0	0.2204	0.2558	1.2966	0	1.1887	1.6188	8.6723	0	1.6174	0.6476	3.9869	0.3322	1.3474	0.4541	2.6483	0.3175	13.639	5.4822	26.1469	3.4823	0.1478	0.1983	0.9653	0	0.5836	0.1369	0.9071	0.1859	10.7854	3.2367	17.8895	3.8207	0.5196	0	35.0097	145.5363	37.8812	8.7433	18.0428	138.9475	5	19.7638	16.0144	43.4161	8.7411	167.7101	331.6753
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	fbdd15bf-7add-434b-aa1a-3639d630ef62	Glioma	Glioma	PathAnnotationObject	Polygon	1191.3	646.18	82.25	33.134	0.9414	11.5745	9.4258	0.5519	5.4668	1814.9768	1.6512	12.168	2.1765	9.9915	0	0	0	0	0	0	0.0064	2.1151	0.0328	0.3277	0	0.3277	0.0428	14.2246	0.2645	2.8298	0	2.8298	1.4383	477.5068	0.3779	3.1587	0.5898	2.5689	1.2706	421.8448	0.2758	2.4635	0.5044	1.9591	17.2482	5726.4048	2.5871	23.233	9.7828	13.4502	0.7206	239.2523	0.4499	1.8868	0	1.8868	0.3351	111.25	0.1178	0.8817	0.1713	0.7104	9.9601	3306.762	1.3771	15.0397	5.9786	9.0611	168.5	46.7927	0.9671	15.9667	13.6707	0.4623	2.8713	2.8498	12.168	0	0.0889	0.6895	8.0517	0	0.0665	0.1625	1.0503	0	0.702	1.411	7.4989	0	1.4325	0.5047	3.1587	0.3566	1.45	0.582	3.4461	0.1502	15.2459	4.4254	24.0692	2.5687	0.5911	0.4454	2.5874	0	0.4547	0.1932	0.8817	0.1624	10.1332	2.2762	16.6506	3.2848	0.3737	0.7603	3.7633	0	0.1745	0.9588	8.0517	0	0.1243	0.2098	1.0503	0	1.3364	1.7384	7.4989	0	1.4269	0.6025	2.8765	0.3566	1.6226	0.7291	3.4461	0.1502	13.3191	4.945	24.0692	2.5687	0.4664	0.404	2.5874	0	0.5698	0.1814	0.8797	0.1624	10.2997	2.881	16.6506	3.2848	0.4905	0	17.5615	23.9246	33.0158	28.252	45.9425	29.9287	7	17.3264	17.5645	21.5112	15.1769	117.0554	171.1201
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	7fb52d0e-cee8-4324-a4d5-d03964afced0	Endothelial	Endothelial	PathAnnotationObject	Polygon	1371	645.08	35.25	21.685	0.942	7.8292	5.5	0.7075	8.4939	1197.6449	3.0134	17.3716	3.0022	14.3694	0	0	0	0	0	0	1.2193	171.9166	0.4707	2.1299	0.1421	1.9878	4.2162	594.4849	1.4334	7.8234	0.7267	7.0967	2.2798	321.4525	0.4782	4.2427	1.3683	2.8744	4.0983	577.8591	2.7469	13.7407	0.8517	12.889	4.4548	628.1205	2.45	10.0279	0	10.0279	14.2167	2004.5568	3.3494	21.7871	8.107	13.6801	0.4571	64.4538	0.1992	1.0219	0.2268	0.7951	15.2301	2147.4431	2.1072	19.3739	11.2583	8.1156	95.25	35.369	0.9568	12.2963	9.5	0.5787	3.5203	4.3126	17.3716	0	0.0296	0.1791	1.9454	0	1.5148	0.6762	3.5338	0.1421	2.9166	1.8133	7.8234	0	2.4924	0.6589	4.714	1.0334	6.1982	4.8889	26.2732	0.8407	6.0691	3.6617	14.9293	0	12.9258	5.4517	22.1103	0.8919	0.5701	0.2072	1.1191	0.2268	15.0571	2.3096	19.866	7.7399	0.5983	1.0412	5.4927	0	0.047	0.224	1.9454	0	1.6885	0.718	3.5338	0.1452	2.1531	1.5628	7.1594	0	2.6172	0.717	4.714	1.0334	7.4319	5.4269	26.2732	0.8407	7.0175	3.9193	14.9293	0	12.1674	6.2549	22.1103	0.8919	0.6365	0.1819	1.1191	0.2558	14.9554	2.4191	19.866	7.7399	0.3624	14.438	76.2977	0	18.5358	48.9481	45.9076	90.9088	4	19.4459	19.9658	23.4117	14.4403	137.6786	156.4291
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	91b3b871-0012-426f-bff8-12f8220e91d1	Glioma	Glioma	PathAnnotationObject	Polygon	729.16	644.87	24.75	19.1762	0.8458	7.0823	4.7126	0.7705	3.3189	345.1653	0.7688	6.2067	1.5247	4.682	0	0	0	0	0	0	0.1253	13.0355	0.2236	1.0462	0	1.0462	0.1065	11.0808	0.3113	1.8248	0	1.8248	1.5277	158.8839	0.3762	2.7072	0.8651	1.8421	1.2816	133.2853	0.4235	2.741	0.6628	2.0782	14.2096	1477.8	1.9501	18.764	8.0286	10.7353	0.066	6.859	0.1026	0.434	0	0.434	0.4728	49.1686	0.1233	0.8195	0.2369	0.5826	9.531	991.2244	1.6492	13.769	6.6283	7.1406	67.5	31.401	0.8603	11.3202	7.4145	0.7603	1.4475	1.6368	6.2067	0	0	0	0	0	0.1399	0.2149	1.0462	0	0.2799	0.6061	3.3811	0	1.4286	0.4386	2.7072	0.5277	1.2085	0.439	2.741	0.2816	12.4858	2.8154	18.764	4.9908	0.1031	0.158	0.8316	0	0.5082	0.1441	0.8479	0.2279	8.7544	2.0069	15.2511	4.4423	0.282	0.6559	3.5797	0	0	0	0	0	0.149	0.2094	0.8555	0	0.3879	0.712	3.3811	0	1.3668	0.4638	2.6585	0.5277	1.1629	0.4435	2.4613	0.2816	11.4123	2.7408	17.6015	4.9908	0.1263	0.1808	0.8316	0	0.5303	0.1519	0.8479	0.2279	8.2707	2.0615	15.2511	4.4423	0.3621	0	35.7868	105.2377	19.6003	23.8761	17.5014	105.7637	6	16.577	17.2929	24.0319	5.7029	107.7974	218.9153
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	37c9e086-a2c8-40be-a6a4-a11fbd5dc6be	PVC	PVC	PathAnnotationObject	Polygon	1174.2	644.84	22.75	17.3896	0.9454	5.9512	4.9417	0.5175	14.9964	1424.6545	4.9174	23.5614	5.952	17.6094	0.0027	0.2532	0.0163	0.1361	0	0.1361	0.2751	26.136	0.5514	2.4913	0	2.4913	1.7713	168.2744	1.3586	4.5455	0	4.5455	2.5796	245.0592	1.023	5.6938	0.7454	4.9484	15.1266	1437.028	7.2201	40.1254	6.9319	33.1935	8.6751	824.1347	1.327	11.8468	4.8727	6.9741	3.8097	361.9245	3.885	15.3376	0.0317	15.3059	0.4142	39.3508	0.1145	0.698	0.2566	0.4414	17.1829	1632.3777	2.8468	22.7868	10.9012	11.8855	68	29.9022	0.9557	10.1737	8.4853	0.4661	5.9292	7.3749	23.5614	0	0.244	0.7234	3.9419	0	0.3706	0.5667	2.4913	0	1.5963	1.4321	6.209	0	2.154	0.8619	5.6938	0.709	10.3217	8.1365	40.1254	1.2109	9.1305	1.9581	12.8837	2.663	3.698	4.7549	17.6977	0.0052	0.5643	0.1672	0.9301	0.2566	15.4967	4.1618	26.0601	8.472	1.1438	1.9739	8.9719	0	0.3714	0.8681	3.9419	0	0.4209	0.5697	2.2794	0	1.5039	1.4647	6.209	0	1.9294	0.6639	3.8518	0.709	7.7858	7.4325	37.8899	1.2109	9.3709	2.1854	12.8837	2.663	3.639	5.1645	17.6977	0.0052	0.6435	0.1328	0.9301	0.3317	14.6068	4.4667	26.0601	8.472	0.3263	17.5615	0	7.1301	25.784	17.7464	36.7264	31.5155	6	19.5925	20.0933	29.6301	7.1277	150.6907	248.7078
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	e73800f6-8e85-4748-aa9e-29b39e95b485	Glioma	Glioma	PathAnnotationObject	Polygon	621.04	645.82	31.25	21.042	0.8869	7.4432	5.488	0.6605	8.1857	1039.5852	2.5237	15.2293	3.4685	11.7608	0	0	0	0	0	0	0.0135	1.7115	0.0715	0.5282	0	0.5282	0.882	112.011	1.5817	6.3477	0	6.3477	2.0765	263.7148	0.4344	3.2661	1.0917	2.1744	1.599	203.0765	0.3809	2.8782	0.9518	1.9264	17.1758	2181.3269	2.2351	22.6392	11.9846	10.6547	0.1124	14.2757	0.1741	1.0836	0	1.0836	0.5774	73.3279	0.1037	0.8863	0.3966	0.4896	11.7636	1493.973	1.1932	15.3971	9.3712	6.0259	76.5	33.0038	0.8826	12.0214	8.197	0.7365	4.1187	4.0995	15.2293	0	0	0	0	0	0.1537	0.2919	1.507	0	1.6148	2.0324	7.9747	0	1.8543	0.5193	3.7886	0.7902	1.5758	0.4142	2.8782	0.7881	15.0533	3.3169	22.6392	8.1883	0.1266	0.1663	1.0836	0	0.6099	0.1063	0.8993	0.3966	11.2618	1.8646	15.6369	7.035	1.2808	2.1119	9.8155	0	0	0	0	0	0.2516	0.3435	1.507	0	2.1262	2.1559	7.9747	0	1.6992	0.5183	3.7886	0.7902	1.5596	0.4363	2.6876	0.7881	13.5722	3.1428	21.9745	8.1883	0.1365	0.1604	0.7715	0	0.6325	0.1024	0.8993	0.4363	10.9117	2.1506	15.6369	7.035	0.3961	0	86.8241	101.2861	34.5362	23.4048	24.1134	117.7933	6	20.9943	22.2211	29.1047	7.7544	180.0661	300.2942
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	538fbb88-6bc3-4743-a02d-f60dd23c9583	Glioma	Glioma	PathAnnotationObject	Polygon	942.7	644.62	28	19.7068	0.906	6.9698	5.3639	0.6351	13.8173	1575.1683	3.205	22.116	7.498	14.618	0	0	0	0	0	0	0	0	0	0	0	0	0.4172	47.559	0.766	3.4422	0	3.4422	1.7745	202.2902	0.5121	2.9628	0.9343	2.0285	1.8504	210.9488	0.3636	3.0551	1.2738	1.7812	21.2962	2427.7678	2.0965	26.3021	16.1969	10.1052	0.8917	101.6591	0.4392	2.179	0.02	2.159	0.5152	58.7368	0.1177	0.7611	0.2962	0.4649	15.0809	1719.2258	2.2024	20.9303	12.0972	8.8331	68.25	30.3967	0.9282	10.4013	8.2614	0.5701	6.9358	6.6074	22.116	0	0	0	0	0	0.0092	0.0479	0.4157	0	1.1588	1.4336	5.8955	0	1.6864	0.5654	3.176	0.6395	2.0285	0.4322	3.1222	1.1297	19.0844	4.2919	30.544	9.5995	0.8782	0.5978	3.2791	0	0.6482	0.1853	1.0782	0.2962	14.6234	2.7809	21.1574	8.6812	2.0327	3.0847	13.1213	0	0	0	0	0	0.0158	0.062	0.4157	0	1.6872	1.5608	5.8955	0	1.6236	0.5941	3.176	0.6395	2.1553	0.4333	3.1222	1.1297	17.5085	4.7431	30.544	9.5995	0.8685	0.6901	3.2791	0	0.743	0.1655	1.0782	0.3903	14.2975	3.0941	21.1574	8.6812	0.4039	0	61.44	56.5275	16.9146	44.3033	6.6959	91.0721	5	14.607	16.7027	22.7321	6.6938	88.6358	188.6169
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	46637b36-af81-4dea-9170-b141734edade	Glioma	Glioma	PathAnnotationObject	Polygon	592.71	646.8	38.75	23.7366	0.8643	8.8587	6.3564	0.6909	4.9818	787.1246	1.3552	8.3146	2.1414	6.1732	0	0	0	0	0	0	0.087	13.7439	0.2308	1.3243	0	1.3243	1.7994	284.3079	1.2255	5.4585	0	5.4585	1.8063	285.3919	0.6385	4.0113	0.7815	3.2298	1.9853	313.6696	0.3373	2.8977	0.9443	1.9534	15.6707	2475.9736	2.2911	23.9675	10.7336	13.2339	0.1282	20.2502	0.233	1.3107	0	1.3107	0.7009	110.7366	0.086	1.01	0.5195	0.4905	12.7568	2015.5784	1.5549	19.1375	9.1899	9.9476	99.5	36.8364	0.9215	13.0145	10.8423	0.5058	2.264	2.4523	8.3146	0	0	0	0	0	0.2246	0.3305	1.8218	0	2.2575	1.7111	11.5059	0	1.731	0.6308	4.1352	0.631	1.9877	0.519	3.7603	0.3808	14.5238	3.9058	24.5744	5.1296	0.1107	0.2084	1.3107	0	0.6995	0.1427	1.0953	0.2968	12.1265	2.5851	22.0933	5.6186	0.4821	0.8486	3.2047	0	0	0	0	0	0.3148	0.3546	1.8218	0	2.5578	1.909	11.5059	0	1.6816	0.6221	4.1352	0.631	1.9894	0.6101	3.7603	0.3808	13.7719	4.52	24.5744	5.1296	0.0993	0.1901	1.077	0	0.6985	0.1701	1.0953	0.2968	11.7133	3.0112	22.0933	5.6186	0.3901	0	85.4894	76.5648	33.1554	27.4143	9.4501	99.8988	6	23.7863	26.9524	29.1047	9.4435	206.1974	315.4954
